측정,측정망,측정소명,측정날짜,1일,2일,3일,4일,5일,6일,7일,8일,9일,10일,11일,12일,13일,14일,15일,16일,17일,18일,19일,20일,21일,22일,23일,24일,25일,26일,27일,28일,29일,30일,31일
초미세먼지(PM2.5),도시대기,[전남 광양시]태인동,2022년10월,18,17,15,5,7,10,7,4,3,3,3,8,6,6,9,12,14,4,5,7,10,7,13,6,4,4,8,17,10,7,7
초미세먼지(PM2.5),도시대기,[전남 구례군]구례읍,2022년10월,12,15,9,5,6,8,7,6,3,3,4,7,7,6,7,13,16,5,6,7,9,9,13,8,6,6,11,17,17,10,8
초미세먼지(PM2.5),도시대기,[전남 나주시]빛가람동,2022년10월,27,17,12,12,8,12,9,10,6,6,8,12,14,15,25,27,18,9,11,18,21,21,20,9,9,11,22,36,36,22,14
초미세먼지(PM2.5),도시대기,[전남 담양군]담양읍,2022년10월,19,19,14,9,8,11,8,8,7,4,7,10,9,11,14,20,10,7,13,10,18,12,15,8,8,10,17,27,31,22,13
초미세먼지(PM2.5),도시대기,[전남 목포시]부흥동,2022년10월,21,14,13,5,5,7,7,8,5,6,6,10,10,11,21,18,9,5,8,13,15,15,11,5,10,13,14,17,21,21,10
초미세먼지(PM2.5),도시대기,[전남 목포시]용당동,2022년10월,23,17,12,7,4,6,6,7,5,5,6,9,11,15,19,19,11,7,6,10,15,13,12,5,8,10,14,16,22,19,10
초미세먼지(PM2.5),도시대기,[전남 무안군]무안읍,2022년10월,31,22,11,9,8,10,10,13,9,7,9,12,14,17,30,31,15,8,10,18,23,22,17,11,11,14,21,25,34,30,22
초미세먼지(PM2.5),도시대기,[전남 보성군]벌교읍,2022년10월,16,16,11,5,6,9,9,7,3,4,6,9,7,10,13,14,14,6,6,12,11,7,16,8,7,6,8,19,15,8,8
초미세먼지(PM2.5),도시대기,[전남 보성군]보성읍,2022년10월,20,17,13,7,6,9,9,9,5,5,7,12,14,14,17,18,14,7,10,15,21,13,15,9,12,14,14,28,29,17,13
초미세먼지(PM2.5),도시대기,[전남 순천시]순천만,2022년10월,22,19,11,5,8,10,7,6,3,3,5,10,6,9,11,13,13,5,6,12,9,8,15,9,6,6,8,21,15,7,7
초미세먼지(PM2.5),도시대기,[전남 순천시]신대,2022년10월,21,23,14,7,9,10,7,5,3,3,5,8,7,8,12,15,18,5,5,9,9,7,15,6,4,4,7,22,14,6,7
초미세먼지(PM2.5),도시대기,[전남 순천시]연향동,2022년10월,20,20,11,4,7,8,6,5,2,3,4,9,5,8,11,14,17,6,6,11,10,9,18,9,7,6,9,25,18,10,9
초미세먼지(PM2.5),도시대기,[전남 순천시]장천동,2022년10월,20,22,12,7,9,10,7,5,2,3,4,7,5,9,11,14,17,4,3,5,5,5,16,5,2,3,5,20,14,6,5
초미세먼지(PM2.5),도시대기,[전남 순천시]호두리,2022년10월,27,28,15,9,11,13,10,8,6,5,6,12,9,12,16,18,20,7,8,14,12,11,20,10,7,10,13,29,16,12,13
초미세먼지(PM2.5),도시대기,[전남 신안군]신안군,2022년10월,21,11,8,6,3,4,4,6,3,3,4,4,8,11,23,22,12,3,3,9,13,11,12,3,5,7,9,11,23,21,10
초미세먼지(PM2.5),도시대기,[전남 여수시]덕충동,2022년10월,26,20,14,6,7,12,9,4,4,5,6,11,6,6,10,12,17,7,10,9,10,9,19,10,6,6,10,18,10,8,7
초미세먼지(PM2.5),도시대기,[전남 여수시]문수동,2022년10월,29,19,12,6,10,12,9,4,4,5,7,15,9,7,10,16,17,8,10,13,11,10,20,10,8,6,14,21,10,8,9
초미세먼지(PM2.5),도시대기,[전남 여수시]삼일동,2022년10월,26,25,14,6,9,10,9,4,6,3,7,13,9,8,13,14,15,9,12,12,15,9,18,8,8,7,14,20,12,8,8
초미세먼지(PM2.5),도시대기,[전남 여수시]서강동,2022년10월,27,20,13,6,8,12,9,5,4,4,6,11,7,6,10,13,16,8,11,11,10,9,18,10,5,5,11,19,9,7,6
초미세먼지(PM2.5),도시대기,[전남 여수시]여천동(여수),2022년10월,28,23,13,7,11,13,11,5,5,7,8,11,9,9,13,19,20,10,13,18,13,8,19,11,10,9,15,23,14,9,9
초미세먼지(PM2.5),도시대기,[전남 여수시]월내동,2022년10월,27,32,14,5,10,14,11,4,4,7,8,13,9,9,13,17,18,9,11,13,14,12,20,10,8,8,13,24,14,11,10
초미세먼지(PM2.5),도시대기,[전남 여수시]율촌면,2022년10월,25,24,14,6,9,11,10,6,5,4,7,11,9,13,14,16,15,5,8,13,11,8,15,9,8,9,12,22,15,10,9
초미세먼지(PM2.5),도시대기,[전남 여수시]화양면,2022년10월,22,21,12,6,11,12,10,4,6,5,6,12,8,9,11,16,15,6,6,12,10,10,18,9,7,6,10,19,12,8,8
초미세먼지(PM2.5),도시대기,[전남 영광군]영광읍,2022년10월,34,21,10,11,9,12,11,15,10,9,10,13,11,17,32,35,22,9,14,21,27,25,21,11,17,21,28,33,43,36,25
초미세먼지(PM2.5),도시대기,[전남 영암군]대불,2022년10월,26,16,10,10,8,10,11,11,7,10,11,16,18,21,33,27,19,10,12,23,24,23,19,10,15,16,25,27,34,28,17
초미세먼지(PM2.5),도시대기,[전남 영암군]영암읍,2022년10월,19,12,10,8,5,8,7,7,6,5,7,11,10,13,19,19,15,5,9,13,17,16,18,8,9,10,19,26,27,16,10
초미세먼지(PM2.5),도시대기,[전남 완도군]신지면,2022년10월,16,15,13,7,6,8,8,5,6,6,7,11,8,9,12,14,12,6,8,9,12,9,14,6,7,7,11,20,13,8,9
초미세먼지(PM2.5),도시대기,[전남 장성군]장성읍,2022년10월,16,15,8,6,6,9,9,10,7,5,7,10,11,12,20,26,14,8,11,15,22,14,15,9,10,10,18,27,33,29,19
초미세먼지(PM2.5),도시대기,[전남 장흥군]장흥읍,2022년10월,17,13,11,6,4,5,4,1,1,1,,,7,7,13,13,12,3,5,8,7,11,13,4,3,5,14,23,18,10,9
초미세먼지(PM2.5),도시대기,[전남 진도군]진도읍,2022년10월,14,10,13,7,5,7,6,7,5,5,6,10,9,10,15,15,11,6,6,12,12,11,11,5,9,8,12,15,14,12,9
초미세먼지(PM2.5),도시대기,[전남 함평군]함평읍,2022년10월,23,17,13,7,6,8,8,11,5,5,8,10,9,14,20,21,11,7,9,16,21,13,12,7,11,12,14,25,24,23,14
초미세먼지(PM2.5),도시대기,[전남 해남군]해남읍,2022년10월,15,12,8,7,4,6,6,5,3,4,6,8,10,11,15,16,12,3,4,10,9,13,16,3,5,6,13,18,15,8,8
초미세먼지(PM2.5),도시대기,[전남 화순군]화순읍,2022년10월,17,15,11,7,7,9,10,7,5,6,8,10,8,10,15,17,10,7,9,10,10,9,15,10,8,9,12,23,21,12,11
초미세먼지(PM2.5),항만,[전남 광양시]광양 율촌,2022년10월,27,23,15,8,12,14,10,5,5,5,8,10,8,11,15,19,19,7,8,12,14,11,21,11,9,9,13,26,12,11,10
초미세먼지(PM2.5),항만,[전남 광양시]광양 중마,2022년10월,28,26,17,9,10,13,8,5,3,5,5,12,10,8,12,17,17,5,8,10,11,10,18,8,6,5,12,22,12,10,8
초미세먼지(PM2.5),항만,[전남 광양시]광양항,2022년10월,37,32,20,13,17,20,14,10,10,11,12,16,14,14,17,24,25,13,13,17,18,16,26,18,13,17,21,33,19,15,15
초미세먼지(PM2.5),항만,[전남 여수시]여수항,2022년10월,38,29,20,14,17,21,16,12,12,13,14,20,16,16,18,22,26,16,19,19,19,18,28,18,13,13,20,29,20,15,16
초미세먼지(PM2.5),항만,[전남 영암군]목포항,2022년10월,29,16,11,8,7,5,5,6,1,3,5,11,15,17,30,27,15,7,8,20,27,18,16,6,13,16,23,24,34,28,12
초미세먼지(PM2.5),국가배경농도,[전북 군산시]말도,2022년10월,59,36,17,13,12,16,15,12,11,14,15,14,20,25,43,31,16,11,11,22,24,23,17,12,13,12,17,14,,,
초미세먼지(PM2.5),교외대기,[전북 부안군]새만금,2022년10월,36,22,14,9,9,13,11,11,9,8,9,14,17,19,35,33,15,8,11,21,21,18,15,10,13,13,20,26,41,34,22
초미세먼지(PM2.5),교외대기,[전북 임실군]운암면,2022년10월,16,21,14,11,13,16,15,14,10,9,12,11,11,10,,,11,13,17,17,18,18,26,16,11,12,23,37,34,26,19
초미세먼지(PM2.5),도시대기,[전북 고창군]고창읍,2022년10월,19,18,14,10,9,11,9,11,6,6,7,13,14,16,28,32,18,11,14,20,18,20,21,11,15,14,23,35,38,28,18
초미세먼지(PM2.5),도시대기,[전북 고창군]심원면,2022년10월,19,14,3,3,6,9,7,9,6,5,9,10,11,14,30,34,13,6,7,15,15,14,17,6,10,9,18,26,35,24,15
초미세먼지(PM2.5),도시대기,[전북 군산시]비응도동,2022년10월,50,30,11,8,6,11,10,8,7,6,9,15,20,21,40,35,15,10,13,22,34,30,16,10,14,21,25,35,47,42,26
초미세먼지(PM2.5),도시대기,[전북 군산시]사정동,2022년10월,32,23,13,6,6,10,8,7,7,5,7,12,13,15,32,39,15,9,15,18,28,23,20,10,11,11,18,30,32,30,19
초미세먼지(PM2.5),도시대기,[전북 군산시]소룡동,2022년10월,49,27,10,9,9,12,11,9,10,8,10,16,17,17,40,43,19,10,15,21,35,27,20,11,12,13,23,31,40,37,24
초미세먼지(PM2.5),도시대기,[전북 군산시]소룡동2,2022년10월,40,24,10,8,9,11,10,9,8,7,9,15,17,18,34,34,15,9,14,20,31,26,15,9,13,14,20,30,38,34,22
초미세먼지(PM2.5),도시대기,[전북 군산시]신풍동(군산),2022년10월,37,25,12,8,8,11,9,7,7,7,8,12,13,13,33,39,16,9,15,19,31,24,19,9,11,11,18,27,35,31,20
초미세먼지(PM2.5),도시대기,[전북 군산시]옥산면,2022년10월,37,27,13,10,9,14,11,9,10,7,10,14,16,17,36,42,17,10,15,21,32,26,21,12,13,14,22,31,37,35,28
초미세먼지(PM2.5),도시대기,[전북 김제시]광활면,2022년10월,39,38,11,7,7,11,9,10,8,5,7,15,16,17,36,38,15,12,18,26,34,33,24,13,19,18,25,37,41,41,27
초미세먼지(PM2.5),도시대기,[전북 김제시]요촌동,2022년10월,42,37,11,6,11,18,13,15,10,8,12,19,16,18,34,40,17,11,16,25,27,26,26,15,16,15,26,41,42,40,21
초미세먼지(PM2.5),도시대기,[전북 남원시]운봉읍,2022년10월,21,17,17,8,10,16,14,6,7,7,9,15,11,11,12,25,25,11,11,15,14,17,27,15,10,10,24,27,23,15,14
초미세먼지(PM2.5),도시대기,[전북 남원시]죽항동,2022년10월,20,19,16,9,10,15,12,9,7,7,10,13,13,13,15,22,20,10,12,13,18,18,23,13,11,12,18,26,28,17,16
초미세먼지(PM2.5),도시대기,[전북 무주군]무주읍,2022년10월,10,9,12,5,7,14,11,4,5,3,5,9,7,5,8,18,17,5,7,10,9,10,21,13,7,5,12,24,21,13,11
초미세먼지(PM2.5),도시대기,[전북 부안군]계화면,2022년10월,44,37,12,8,9,14,11,14,11,7,8,20,18,17,38,38,14,8,16,24,31,29,19,8,15,15,23,31,40,36,25
초미세먼지(PM2.5),도시대기,[전북 부안군]부안읍,2022년10월,36,29,10,6,6,10,8,12,7,4,6,16,15,15,30,31,13,9,15,19,29,25,17,9,15,16,22,27,36,31,25
초미세먼지(PM2.5),도시대기,[전북 순창군]순창읍,2022년10월,28,25,19,16,14,18,15,13,10,9,11,14,14,16,20,29,18,12,15,16,21,20,26,17,8,10,21,35,38,28,18
초미세먼지(PM2.5),도시대기,[전북 완주군]고산면,2022년10월,26,19,13,10,,18,12,7,5,4,7,10,7,8,14,35,17,8,10,13,19,13,21,8,7,3,14,28,27,17,10
초미세먼지(PM2.5),도시대기,[전북 완주군]구이면,2022년10월,19,17,11,9,10,11,9,9,4,4,6,8,7,8,12,23,14,9,9,14,11,10,23,13,9,8,17,32,26,20,13
초미세먼지(PM2.5),도시대기,[전북 완주군]봉동읍,2022년10월,27,17,12,8,7,18,10,9,5,3,7,11,9,9,20,37,18,7,11,13,18,18,22,11,8,8,14,31,35,24,12
초미세먼지(PM2.5),도시대기,[전북 익산시]모현동,2022년10월,38,27,11,6,11,15,9,11,6,6,7,17,18,20,37,46,17,11,16,24,27,30,24,13,13,15,25,36,39,34,24
초미세먼지(PM2.5),도시대기,[전북 익산시]삼기면,2022년10월,48,33,17,13,13,22,15,15,11,8,11,22,20,20,37,58,21,14,20,30,37,35,32,19,18,19,29,42,44,37,24
초미세먼지(PM2.5),도시대기,[전북 익산시]여산면,2022년10월,36,22,14,12,11,19,13,11,10,7,10,16,13,15,25,50,18,11,19,22,34,25,31,18,13,14,24,37,40,28,20
초미세먼지(PM2.5),도시대기,[전북 익산시]용동면,2022년10월,32,26,14,5,5,11,6,7,3,2,5,11,12,12,23,48,12,5,15,20,36,25,20,10,12,11,20,33,30,23,15
초미세먼지(PM2.5),도시대기,[전북 익산시]춘포면,2022년10월,34,20,8,5,7,19,8,13,7,2,8,17,17,23,43,51,16,7,,35,28,30,39,18,14,18,29,49,53,42,28
초미세먼지(PM2.5),도시대기,[전북 익산시]팔봉동,2022년10월,43,27,15,8,9,19,10,12,9,6,9,21,19,22,36,47,18,14,18,23,26,25,28,17,21,,,,,,
초미세먼지(PM2.5),도시대기,[전북 익산시]함열읍,2022년10월,36,26,10,4,6,12,7,7,4,2,5,17,14,16,33,56,12,7,15,28,43,30,26,13,11,14,24,41,34,24,14
초미세먼지(PM2.5),도시대기,[전북 임실군]관촌면,2022년10월,16,15,10,6,8,15,11,10,6,6,9,12,10,10,14,26,19,12,14,17,16,20,27,16,13,12,22,40,37,28,21
초미세먼지(PM2.5),도시대기,[전북 임실군]임실읍,2022년10월,18,19,14,9,11,17,14,13,8,8,12,15,14,14,20,30,23,13,16,17,21,19,29,16,11,12,20,36,35,26,18
초미세먼지(PM2.5),도시대기,[전북 장수군]장수읍,2022년10월,17,18,14,9,10,15,11,8,6,5,9,10,9,9,11,21,21,10,13,16,14,16,27,14,10,9,21,28,23,20,17
초미세먼지(PM2.5),도시대기,[전북 전주시]노송동,2022년10월,18,14,10,7,7,14,9,8,4,6,8,10,10,10,16,26,14,8,10,14,11,15,21,11,7,7,15,32,28,22,11
초미세먼지(PM2.5),도시대기,[전북 전주시]삼천동,2022년10월,20,17,11,7,9,16,12,12,8,6,10,13,13,13,21,32,16,10,12,15,18,18,24,13,11,11,20,35,33,26,15
초미세먼지(PM2.5),도시대기,[전북 전주시]송천동,2022년10월,26,18,13,9,11,18,14,12,7,6,11,16,12,16,23,37,20,12,15,20,20,19,27,16,12,14,23,40,38,30,17
초미세먼지(PM2.5),도시대기,[전북 전주시]여의동,2022년10월,32,21,14,9,11,19,10,11,5,4,8,15,14,19,31,46,23,10,15,20,21,22,30,14,11,11,21,42,40,32,18
초미세먼지(PM2.5),도시대기,[전북 전주시]팔복동,2022년10월,18,14,8,6,7,11,10,8,4,5,7,11,10,12,15,19,12,8,12,15,,18,22,14,11,10,19,33,29,24,15
초미세먼지(PM2.5),도시대기,[전북 전주시]혁신동,2022년10월,32,24,13,10,11,18,13,13,9,7,10,17,16,18,30,38,20,12,19,23,22,22,27,17,14,14,24,39,38,33,20
초미세먼지(PM2.5),도시대기,[전북 전주시]효자동,2022년10월,21,18,12,7,7,13,9,8,6,3,8,10,9,13,22,32,16,8,12,16,17,17,24,11,10,10,22,41,35,26,15
초미세먼지(PM2.5),도시대기,[전북 정읍시]신태인,2022년10월,38,27,15,6,7,12,10,11,6,4,8,10,13,15,27,30,13,10,14,18,18,20,22,15,10,13,19,30,37,34,19
초미세먼지(PM2.5),도시대기,[전북 정읍시]연지동,2022년10월,25,22,13,9,9,14,11,14,9,7,10,15,15,18,30,34,18,11,14,21,21,19,22,10,12,12,25,36,43,32,20
초미세먼지(PM2.5),도시대기,[전북 정읍시]영파동,2022년10월,26,20,11,6,7,10,9,10,7,4,6,11,12,13,27,28,12,9,10,18,20,18,16,9,11,12,21,27,32,28,17
초미세먼지(PM2.5),도시대기,[전북 진안군]진안읍,2022년10월,13,14,16,11,12,16,12,10,6,6,8,9,9,8,9,20,17,6,8,7,10,13,20,10,7,7,15,24,26,18,9
초미세먼지(PM2.5),도로변대기,[전북 익산시]금마면,2022년10월,44,25,15,9,10,18,11,12,7,5,10,18,16,22,40,54,18,9,15,21,28,22,29,15,11,13,24,43,45,33,23
초미세먼지(PM2.5),도로변대기,[전북 전주시]서신동,2022년10월,22,17,12,9,9,16,9,8,5,4,8,11,10,11,21,32,16,8,10,14,13,17,24,10,7,7,16,35,30,23,12
초미세먼지(PM2.5),항만,[전북 군산시]군산항,2022년10월,59,32,15,13,15,20,17,14,17,14,16,23,26,28,51,52,23,15,23,31,44,37,24,17,20,19,29,42,52,46,31
초미세먼지(PM2.5),국가배경농도,[제주 제주시]고산리,2022년10월,,,,,,,15,12,11,20,16,15,13,12,14,15,29,16,13,18,15,15,20,17,14,10,14,29,18,12,15
초미세먼지(PM2.5),도시대기,[제주 서귀포시]강정동,2022년10월,12,8,12,5,8,7,10,10,8,11,9,10,11,11,12,12,13,9,9,10,9,13,13,7,5,5,4,13,11,8,10
초미세먼지(PM2.5),도시대기,[제주 서귀포시]남원읍,2022년10월,17,15,14,6,8,7,6,5,5,6,5,7,8,6,9,13,12,5,6,9,8,10,13,6,4,4,4,16,9,7,9
초미세먼지(PM2.5),도시대기,[제주 서귀포시]대정읍,2022년10월,12,8,12,9,12,10,11,11,8,12,12,13,12,11,13,13,22,12,12,13,10,14,24,13,11,10,12,29,17,11,11
초미세먼지(PM2.5),도시대기,[제주 서귀포시]동홍동,2022년10월,4,6,11,5,6,4,5,5,5,6,5,6,7,5,6,8,10,5,4,7,7,12,12,4,3,4,3,15,9,6,6
초미세먼지(PM2.5),도시대기,[제주 서귀포시]성산읍,2022년10월,18,13,12,9,9,9,9,7,6,8,8,10,9,8,9,11,21,9,9,13,10,11,22,10,7,7,9,32,13,10,10
초미세먼지(PM2.5),도시대기,[제주 제주시]연동,2022년10월,14,14,16,13,12,13,12,12,10,12,12,16,14,12,15,16,17,12,12,16,16,17,21,11,11,10,13,30,17,12,13
초미세먼지(PM2.5),도시대기,[제주 제주시]이도동,2022년10월,12,15,17,13,10,12,11,10,10,12,12,14,11,10,13,16,17,10,10,16,14,16,21,10,8,8,11,28,15,11,12
초미세먼지(PM2.5),도시대기,[제주 제주시]조천읍,2022년10월,23,17,20,15,13,13,14,13,12,15,14,15,15,13,16,17,24,16,15,31,19,19,25,14,14,14,16,37,22,15,15
초미세먼지(PM2.5),도시대기,[제주 제주시]한림읍,2022년10월,16,16,18,15,14,14,14,12,13,15,15,18,16,14,17,19,27,13,14,19,22,21,25,14,14,12,15,30,19,12,13
초미세먼지(PM2.5),도시대기,[제주 제주시]화북동,2022년10월,19,20,19,14,10,12,10,11,9,11,11,13,12,10,15,16,20,7,9,15,12,15,21,8,6,5,6,28,16,11,10
초미세먼지(PM2.5),도로변대기,[제주 제주시]노형로,2022년10월,15,16,18,14,13,14,12,12,11,13,12,15,15,13,16,19,21,13,12,19,20,22,25,12,11,11,14,33,17,13,14
초미세먼지(PM2.5),집중,[제주]제주 봉성리 (집중),2022년10월,7,8,12,5,8,8,6,6,5,8,7,10,8,7,8,11,11,5,5,5,8,11,20,6,3,1,2,14,9,5,5
초미세먼지(PM2.5),국가배경농도,[충남 보령시]외연도,2022년10월,51,47,20,22,23,22,25,22,22,22,24,32,31,37,38,44,24,22,22,29,47,29,27,23,25,21,27,35,48,55,41
초미세먼지(PM2.5),국가배경농도,[충남 태안군]격렬비열도,2022년10월,,,,,,,,,,,,19,24,,,30,,,,10,,,,,,12,15,15,32,33,30
초미세먼지(PM2.5),교외대기,[충남 공주시]사곡면,2022년10월,34,26,12,8,11,16,12,8,6,6,10,14,12,15,24,43,13,9,13,22,26,20,22,12,12,10,18,35,25,22,13
초미세먼지(PM2.5),교외대기,[충남 태안군]파도리,2022년10월,62,49,15,15,18,14,17,19,15,10,15,29,26,35,40,45,21,16,19,28,40,30,22,17,19,19,22,32,39,47,32
초미세먼지(PM2.5),도시대기,[충남 계룡시]엄사면,2022년10월,24,19,11,6,9,14,12,7,4,4,9,14,11,9,13,29,19,9,11,16,24,17,17,12,12,9,16,24,20,17,9
초미세먼지(PM2.5),도시대기,[충남 공주시]공주,2022년10월,35,26,13,7,9,15,11,8,6,6,9,15,13,14,18,53,16,9,16,,24,20,21,10,9,9,17,34,30,25,11
초미세먼지(PM2.5),도시대기,[충남 공주시]탄천면,2022년10월,33,26,14,8,7,13,10,6,5,5,8,17,14,14,23,66,37,43,19,23,35,25,21,12,9,12,17,33,32,24,15
초미세먼지(PM2.5),도시대기,[충남 금산군]금산읍,2022년10월,15,12,10,5,6,12,12,6,5,3,7,9,9,7,8,22,18,8,11,16,18,16,22,12,10,10,16,24,23,19,12
초미세먼지(PM2.5),도시대기,[충남 논산시]논산,2022년10월,27,21,12,6,6,11,8,6,4,4,8,12,13,11,15,28,10,10,14,15,21,19,20,13,10,10,15,24,24,20,10
초미세먼지(PM2.5),도시대기,[충남 논산시]성동면,2022년10월,34,24,11,5,8,14,11,9,5,4,11,17,14,16,23,55,13,13,18,26,41,27,21,16,14,13,22,38,34,26,14
초미세먼지(PM2.5),도시대기,[충남 논산시]연무읍,2022년10월,26,21,12,5,9,15,11,8,5,5,10,14,12,11,17,31,13,11,18,24,35,20,20,14,12,15,23,33,31,24,14
초미세먼지(PM2.5),도시대기,[충남 당진시]당진시청사,2022년10월,62,46,8,6,12,17,7,12,5,4,9,23,18,24,34,35,12,10,15,27,41,24,19,10,15,16,20,35,42,39,25
초미세먼지(PM2.5),도시대기,[충남 당진시]송산면,2022년10월,61,40,7,12,10,14,14,6,4,5,13,22,18,22,31,30,23,10,12,31,48,31,24,13,10,11,20,37,35,36,24
초미세먼지(PM2.5),도시대기,[충남 당진시]합덕읍,2022년10월,40,32,9,5,11,14,10,13,8,4,10,21,20,21,28,35,10,13,22,38,43,31,16,14,24,23,26,47,44,41,35
초미세먼지(PM2.5),도시대기,[충남 보령시]대천2동,2022년10월,47,30,13,11,12,15,12,13,11,11,13,17,17,22,53,48,20,11,12,20,37,25,28,14,12,12,23,35,43,31,21
초미세먼지(PM2.5),도시대기,[충남 보령시]주교면,2022년10월,32,28,9,4,8,11,9,11,6,5,10,16,17,18,37,36,12,13,17,26,41,28,22,13,15,21,23,36,45,31,24
초미세먼지(PM2.5),도시대기,[충남 부여군]부여읍,2022년10월,28,25,13,6,8,12,9,8,4,4,9,13,11,12,19,32,11,10,13,18,26,23,18,10,13,15,18,26,27,24,17
초미세먼지(PM2.5),도시대기,[충남 서산시]대산리,2022년10월,40,28,6,8,8,9,7,8,6,5,9,15,11,14,25,28,10,8,10,16,22,12,15,9,10,11,15,28,22,21,17
초미세먼지(PM2.5),도시대기,[충남 서산시]독곶리,2022년10월,36,31,9,1,4,6,2,5,4,1,4,16,9,14,21,28,3,3,7,14,24,11,7,5,9,7,11,22,23,19,13
초미세먼지(PM2.5),도시대기,[충남 서산시]동문동,2022년10월,46,37,11,6,11,18,8,12,9,6,11,23,15,18,26,32,11,12,18,26,38,22,17,10,15,12,20,32,32,32,20
초미세먼지(PM2.5),도시대기,[충남 서산시]성연면,2022년10월,40,36,8,4,9,11,8,13,8,3,9,17,17,15,27,32,7,10,11,,32,19,15,10,14,15,17,30,35,30,19
초미세먼지(PM2.5),도시대기,[충남 서천군]서면,2022년10월,27,16,9,4,5,7,7,6,5,5,8,10,8,11,21,26,11,9,8,12,21,12,12,8,11,8,11,20,23,18,13
초미세먼지(PM2.5),도시대기,[충남 서천군]서천읍,2022년10월,26,24,11,6,8,10,9,8,6,5,9,12,11,12,25,29,12,10,12,20,28,18,15,10,13,10,18,28,28,24,12
초미세먼지(PM2.5),도시대기,[충남 서천군]장항읍,2022년10월,29,24,13,3,7,10,8,8,6,4,8,12,12,13,23,27,11,11,15,19,26,20,12,9,13,14,17,21,25,25,16
초미세먼지(PM2.5),도시대기,[충남 아산시]도고면,2022년10월,63,34,7,8,11,16,12,11,7,7,12,16,16,24,35,41,16,15,18,32,42,28,25,17,15,17,26,44,38,31,24
초미세먼지(PM2.5),도시대기,[충남 아산시]둔포면,2022년10월,64,36,12,6,10,16,10,9,6,5,11,27,23,31,51,45,17,13,23,42,62,39,26,14,16,15,30,56,43,35,23
초미세먼지(PM2.5),도시대기,[충남 아산시]모종동,2022년10월,60,29,8,5,9,13,7,7,4,4,9,15,12,18,38,39,13,10,17,31,44,26,23,10,12,11,23,42,36,26,16
초미세먼지(PM2.5),도시대기,[충남 아산시]배방읍,2022년10월,54,29,9,7,10,15,10,8,6,6,10,15,12,17,35,40,15,10,16,27,41,25,23,11,13,11,22,40,31,25,16
초미세먼지(PM2.5),도시대기,[충남 아산시]송악면,2022년10월,37,23,8,5,10,13,10,9,5,4,10,14,11,15,24,32,11,11,16,24,30,22,21,14,14,12,22,40,25,24,17
초미세먼지(PM2.5),도시대기,[충남 아산시]인주면,2022년10월,63,36,11,7,12,16,11,9,7,7,12,22,20,29,43,40,15,15,23,38,60,35,21,15,17,19,33,48,46,39,24
초미세먼지(PM2.5),도시대기,[충남 예산군]삽교읍,2022년10월,43,40,8,4,9,14,7,12,10,4,8,17,20,29,37,41,11,10,17,27,41,29,19,12,21,23,24,39,41,36,34
초미세먼지(PM2.5),도시대기,[충남 예산군]예산군,2022년10월,50,31,10,9,9,16,10,8,6,6,9,14,13,23,33,45,12,11,14,24,36,29,20,12,15,12,22,36,38,29,18
초미세먼지(PM2.5),도시대기,[충남 천안시]백석동,2022년10월,47,27,10,9,10,15,9,8,3,3,11,17,14,17,30,37,17,12,18,36,,,,7,10,11,23,42,30,26,16
초미세먼지(PM2.5),도시대기,[충남 천안시]성거읍,2022년10월,36,23,11,4,10,17,11,9,5,3,9,17,12,18,26,30,14,11,16,31,54,30,20,14,12,13,27,46,35,29,17
초미세먼지(PM2.5),도시대기,[충남 천안시]성황동,2022년10월,41,28,14,6,10,16,9,8,6,5,11,16,11,18,32,34,14,11,16,29,50,29,21,12,12,12,26,48,32,25,17
초미세먼지(PM2.5),도시대기,[충남 천안시]신방동,2022년10월,57,31,14,9,10,18,11,9,7,8,12,21,15,20,38,51,17,15,24,35,52,30,25,15,16,16,,51,35,28,18
초미세먼지(PM2.5),도시대기,[충남 청양군]정산면,2022년10월,24,23,10,4,8,11,8,12,4,3,8,13,11,11,20,35,12,12,14,22,28,24,20,12,15,17,18,32,25,23,14
초미세먼지(PM2.5),도시대기,[충남 청양군]청양읍,2022년10월,31,25,9,6,8,13,10,10,7,7,9,12,14,15,31,47,19,11,14,25,26,21,25,12,11,14,22,34,34,30,22
초미세먼지(PM2.5),도시대기,[충남 태안군]원북면,2022년10월,41,31,8,2,6,8,7,11,6,4,10,16,15,18,25,33,6,7,10,19,22,16,12,8,15,14,14,24,23,21,20
초미세먼지(PM2.5),도시대기,[충남 태안군]이원면,2022년10월,39,28,8,2,7,6,5,11,4,3,6,14,11,14,22,27,5,6,7,14,19,11,9,6,9,10,12,20,21,19,15
초미세먼지(PM2.5),도시대기,[충남 태안군]태안읍,2022년10월,31,20,7,5,6,8,6,9,6,4,8,14,11,12,18,22,7,7,14,16,19,13,9,8,10,8,13,18,21,18,14
초미세먼지(PM2.5),도시대기,[충남 홍성군]내포,2022년10월,30,31,7,4,8,13,6,8,4,3,8,14,13,18,27,33,11,9,12,20,38,18,16,8,14,12,20,33,30,28,19
초미세먼지(PM2.5),도시대기,[충남 홍성군]홍성읍,2022년10월,41,40,9,7,8,14,8,11,9,6,9,18,20,25,38,38,13,11,15,28,40,28,23,11,18,20,,57,38,34,25
초미세먼지(PM2.5),도로변대기,[충남 당진시]복운리,2022년10월,36,27,8,7,11,14,8,8,5,4,11,23,17,20,28,30,10,13,20,35,53,30,16,11,16,13,24,42,33,31,21
