측정,측정망,측정소명,측정날짜,1일,2일,3일,4일,5일,6일,7일,8일,9일,10일,11일,12일,13일,14일,15일,16일,17일,18일,19일,20일,21일,22일,23일,24일,25일,26일,27일,28일,29일,30일,31일
미세먼지(PM10),도시대기,[충남 보령시]대천2동,2022년10월,58,42,20,17,22,23,21,20,14,18,19,26,27,34,69,66,38,23,25,35,54,37,43,27,26,23,38,49,66,48,35
미세먼지(PM10),도시대기,[충남 보령시]주교면,2022년10월,46,40,16,13,18,18,20,19,11,15,19,28,30,41,63,60,30,26,33,44,61,47,45,28,34,38,41,56,71,58,39
미세먼지(PM10),도시대기,[충남 부여군]부여읍,2022년10월,42,37,22,12,16,20,16,15,9,11,23,20,22,24,31,58,29,22,24,34,48,35,31,24,25,27,31,47,46,37,28
미세먼지(PM10),도시대기,[충남 서산시]대산리,2022년10월,48,38,16,12,19,18,18,17,13,14,19,29,22,27,37,45,26,19,23,31,42,22,32,26,24,22,26,44,34,31,26
미세먼지(PM10),도시대기,[충남 서산시]독곶리,2022년10월,56,46,19,13,22,21,22,24,16,18,24,37,29,40,48,50,27,22,28,38,42,26,33,30,34,25,31,47,44,37,30
미세먼지(PM10),도시대기,[충남 서산시]동문동,2022년10월,57,47,15,9,18,23,19,17,11,12,18,31,29,33,43,53,30,25,38,44,54,39,35,27,29,23,36,50,49,50,33
미세먼지(PM10),도시대기,[충남 서산시]성연면,2022년10월,51,46,14,10,19,18,22,19,12,11,18,29,26,26,39,48,22,21,19,,47,27,30,26,25,24,32,43,47,42,31
미세먼지(PM10),도시대기,[충남 서천군]서면,2022년10월,50,51,25,13,26,24,17,15,16,18,22,23,25,26,54,53,30,19,24,36,51,28,32,22,25,21,31,42,51,39,30
미세먼지(PM10),도시대기,[충남 서천군]서천읍,2022년10월,37,34,18,15,16,18,16,16,11,13,18,21,23,24,44,50,26,24,30,44,54,38,31,26,33,25,34,51,52,41,20
미세먼지(PM10),도시대기,[충남 서천군]장항읍,2022년10월,40,31,24,10,15,17,16,15,12,13,18,19,22,24,40,44,23,18,32,43,51,35,27,22,27,24,35,39,47,44,28
미세먼지(PM10),도시대기,[충남 아산시]도고면,2022년10월,75,45,9,11,20,23,20,17,11,13,18,23,27,35,47,60,37,29,36,54,64,43,47,43,33,29,42,58,53,42,35
미세먼지(PM10),도시대기,[충남 아산시]둔포면,2022년10월,82,49,16,13,24,27,23,18,12,15,21,39,39,47,73,66,41,29,43,66,84,52,48,36,32,30,50,74,62,48,37
미세먼지(PM10),도시대기,[충남 아산시]모종동,2022년10월,80,42,12,12,19,25,18,16,10,12,19,30,27,37,62,63,37,29,46,63,70,46,48,34,34,26,46,66,57,43,32
미세먼지(PM10),도시대기,[충남 아산시]배방읍,2022년10월,87,51,20,18,26,32,24,20,12,14,24,33,28,39,65,76,48,33,44,64,79,54,56,40,41,27,54,75,59,47,35
미세먼지(PM10),도시대기,[충남 아산시]송악면,2022년10월,56,37,13,22,25,25,21,17,10,12,22,24,25,29,41,53,38,27,33,46,50,37,46,35,27,28,39,60,45,37,29
미세먼지(PM10),도시대기,[충남 아산시]인주면,2022년10월,86,52,19,15,23,27,20,22,13,15,24,40,41,49,62,63,36,30,41,63,83,52,41,33,42,37,51,67,66,55,37
미세먼지(PM10),도시대기,[충남 예산군]삽교읍,2022년10월,55,56,15,10,18,24,18,24,18,11,18,29,45,65,66,73,32,32,47,67,80,63,46,39,56,54,51,72,69,59,56
미세먼지(PM10),도시대기,[충남 예산군]예산군,2022년10월,59,37,12,11,16,22,16,15,8,13,14,21,21,34,45,58,29,20,29,43,49,39,34,25,25,22,34,48,48,40,25
미세먼지(PM10),도시대기,[충남 천안시]백석동,2022년10월,70,36,14,14,20,25,19,14,9,11,17,28,24,31,46,53,33,25,33,50,63,36,40,30,23,20,37,53,45,35,25
미세먼지(PM10),도시대기,[충남 천안시]성거읍,2022년10월,57,37,17,13,22,30,24,20,11,12,14,30,27,35,45,51,37,26,32,57,84,55,44,33,26,28,51,76,64,50,32
미세먼지(PM10),도시대기,[충남 천안시]성황동,2022년10월,67,41,20,18,24,31,20,18,13,16,20,30,25,35,48,57,36,25,34,51,72,48,45,31,31,26,47,71,54,39,32
미세먼지(PM10),도시대기,[충남 천안시]신방동,2022년10월,72,43,20,17,22,29,21,18,13,15,20,34,28,36,55,71,41,32,45,62,76,47,48,37,35,29,,80,55,44,33
미세먼지(PM10),도시대기,[충남 청양군]정산면,2022년10월,38,34,15,9,17,18,16,21,9,11,16,23,27,21,31,48,30,22,26,39,46,32,38,24,27,26,30,55,43,36,25
미세먼지(PM10),도시대기,[충남 청양군]청양읍,2022년10월,37,32,15,13,17,21,17,16,11,13,17,19,24,24,44,60,35,23,28,35,38,29,41,27,23,24,34,46,46,38,31
미세먼지(PM10),도시대기,[충남 태안군]원북면,2022년10월,49,38,14,9,13,12,16,16,10,12,17,24,22,24,36,43,21,15,17,30,31,22,23,19,23,20,21,37,38,32,26
미세먼지(PM10),도시대기,[충남 태안군]이원면,2022년10월,67,51,21,18,23,18,24,23,16,19,22,31,26,32,46,60,31,22,24,32,38,25,34,28,25,25,28,44,40,39,34
미세먼지(PM10),도시대기,[충남 태안군]태안읍,2022년10월,75,58,24,18,18,19,19,22,13,13,22,34,28,33,42,62,26,19,33,38,52,34,29,23,25,21,30,44,54,50,33
미세먼지(PM10),도시대기,[충남 홍성군]내포,2022년10월,44,42,14,13,19,22,16,16,10,13,18,23,26,34,43,51,26,19,23,35,58,32,36,24,33,26,35,52,49,45,32
미세먼지(PM10),도시대기,[충남 홍성군]홍성읍,2022년10월,50,50,13,12,16,20,14,18,13,11,16,26,32,40,54,54,29,19,28,46,59,41,38,25,36,33,,71,56,51,41
미세먼지(PM10),도로변대기,[충남 당진시]복운리,2022년10월,61,42,14,19,23,29,18,19,10,12,26,44,39,44,52,56,33,30,39,62,81,54,39,32,33,27,42,70,63,55,36
미세먼지(PM10),도로변대기,[충남 아산시]장재리,2022년10월,55,33,16,16,23,27,19,19,12,13,20,35,32,35,43,56,32,40,50,71,82,41,41,38,47,38,53,58,49,43,32
미세먼지(PM10),도로변대기,[충남 천안시]성성동,2022년10월,92,41,15,17,26,38,26,19,10,14,25,38,35,51,68,63,48,35,47,67,80,53,52,41,41,32,57,88,61,43,30
미세먼지(PM10),항만,[충남 당진시]평택당진항,2022년10월,98,50,14,13,22,27,17,18,14,18,18,44,36,44,62,68,30,22,40,63,87,57,42,32,29,21,39,70,64,55,33
미세먼지(PM10),항만,[충남 당진시]평택당진항(당진항),2022년10월,85,55,12,13,19,21,13,17,9,17,13,37,32,31,49,51,25,14,26,53,68,39,33,25,26,24,34,51,50,45,29
미세먼지(PM10),항만,[충남 서산시]대산항,2022년10월,99,67,18,23,27,25,25,22,18,22,25,46,40,54,57,60,35,25,30,50,62,39,44,36,29,35,40,64,66,63,42
미세먼지(PM10),항만,[충남 서천군]장항항,2022년10월,58,40,24,20,23,26,25,19,19,25,27,28,28,32,65,69,41,30,39,51,70,47,46,33,32,30,43,55,65,58,36
미세먼지(PM10),교외대기,[충북 괴산군]청천면,2022년10월,25,24,22,22,12,14,15,11,11,14,20,18,16,17,19,34,39,24,26,31,40,38,48,26,18,26,30,35,26,16,19
미세먼지(PM10),교외대기,[충북 음성군]금왕,2022년10월,40,33,19,16,16,24,12,11,9,11,21,,,,,,,,,,,,,,,32,49,58,46,33,25
미세먼지(PM10),도시대기,[충북 괴산군]감물면,2022년10월,28,26,17,13,8,13,13,8,7,8,15,18,12,11,16,31,40,24,27,30,41,41,44,24,16,16,33,37,26,20,26
미세먼지(PM10),도시대기,[충북 괴산군]괴산읍,2022년10월,30,30,20,17,10,17,16,9,8,10,15,18,16,14,19,37,41,21,27,32,44,38,45,28,21,21,39,42,29,24,19
미세먼지(PM10),도시대기,[충북 단양군]단성면,2022년10월,15,15,16,7,8,7,6,9,8,7,9,15,12,10,13,14,34,17,17,18,22,26,26,13,10,10,17,21,15,11,12
미세먼지(PM10),도시대기,[충북 단양군]단양읍,2022년10월,17,17,16,6,9,6,9,7,7,9,11,20,15,17,15,17,33,21,26,29,31,38,36,20,13,14,14,16,17,15,14
미세먼지(PM10),도시대기,[충북 단양군]매포읍,2022년10월,39,25,25,9,5,,5,16,10,8,10,26,23,25,24,23,33,34,35,38,53,48,46,22,18,21,39,30,27,20,19
미세먼지(PM10),도시대기,[충북 보은군]보은읍,2022년10월,29,25,21,16,9,16,16,9,9,10,18,18,17,18,23,37,41,24,28,39,44,33,49,30,21,20,42,41,30,21,20
미세먼지(PM10),도시대기,[충북 영동군]영동읍,2022년10월,18,17,16,10,11,14,13,6,6,7,11,14,13,9,13,22,30,16,18,25,23,21,33,24,14,12,20,25,19,15,13
미세먼지(PM10),도시대기,[충북 영동군]황간면,2022년10월,16,18,13,12,9,12,15,8,8,9,15,17,13,10,14,23,39,18,21,24,24,25,41,27,16,10,36,27,22,16,13
미세먼지(PM10),도시대기,[충북 옥천군]옥천읍,2022년10월,26,24,18,10,11,22,19,11,8,8,15,21,19,15,17,37,38,20,26,31,32,30,43,26,22,20,34,45,33,30,20
미세먼지(PM10),도시대기,[충북 음성군]소이면,2022년10월,27,30,19,15,11,21,11,9,12,10,21,27,18,15,20,43,42,27,27,35,50,55,57,30,25,22,43,47,42,35,29
미세먼지(PM10),도시대기,[충북 음성군]음성읍,2022년10월,30,32,19,13,15,22,12,12,12,11,21,30,22,23,24,39,40,30,36,46,53,47,49,37,25,25,41,50,38,34,30
미세먼지(PM10),도시대기,[충북 제천시]영천동,2022년10월,35,29,20,6,9,11,8,16,14,10,16,23,24,23,24,26,40,27,30,39,51,51,42,22,17,24,34,37,29,23,22
미세먼지(PM10),도시대기,[충북 제천시]장락동,2022년10월,44,31,24,11,12,13,13,19,16,12,20,37,32,35,34,35,47,34,36,46,61,61,51,25,21,30,45,39,34,30,34
미세먼지(PM10),도시대기,[충북 제천시]청풍면,2022년10월,25,23,17,8,7,10,7,8,11,9,12,22,17,16,17,25,43,22,24,30,34,33,39,16,10,18,23,32,22,19,18
미세먼지(PM10),도시대기,[충북 증평군]도안면,2022년10월,36,28,15,16,17,26,20,16,14,15,25,31,29,33,33,57,73,30,39,52,59,44,51,32,20,20,50,49,33,22,22
미세먼지(PM10),도시대기,[충북 증평군]증평읍,2022년10월,33,26,21,16,12,18,12,8,7,9,14,17,17,18,24,46,34,22,28,35,47,37,45,28,25,23,38,39,33,25,26
미세먼지(PM10),도시대기,[충북 진천군]덕산읍,2022년10월,37,33,24,16,22,31,16,11,14,13,19,26,24,35,27,58,45,26,29,42,53,47,49,29,19,24,41,51,43,39,30
미세먼지(PM10),도시대기,[충북 진천군]진천읍,2022년10월,,,,20,22,28,18,15,12,13,20,33,27,31,38,58,42,32,37,50,65,49,49,36,27,24,43,62,43,36,29
미세먼지(PM10),도시대기,[충북 청주시]가덕면,2022년10월,38,27,15,14,14,20,20,13,8,,26,19,21,15,17,40,36,23,55,44,49,45,49,31,23,17,45,43,30,20,18
미세먼지(PM10),도시대기,[충북 청주시]사천동,2022년10월,46,34,16,14,16,26,19,8,7,9,16,23,20,27,33,59,38,25,38,52,57,43,46,30,20,24,45,60,38,30,24
미세먼지(PM10),도시대기,[충북 청주시]산남동,2022년10월,48,29,17,15,17,25,19,12,8,9,18,24,19,22,25,47,37,23,33,46,58,35,46,29,23,21,42,56,33,27,20
미세먼지(PM10),도시대기,[충북 청주시]송정동(봉명동),2022년10월,59,38,17,15,,26,21,15,8,9,20,34,36,38,40,60,45,30,41,63,64,50,47,33,33,32,53,70,46,31,28
미세먼지(PM10),도시대기,[충북 청주시]오송읍,2022년10월,59,42,19,14,18,27,17,13,8,10,16,26,24,27,38,73,36,24,35,53,57,40,44,38,25,26,45,72,51,37,28
미세먼지(PM10),도시대기,[충북 청주시]오창읍,2022년10월,59,34,18,14,15,23,18,8,6,9,13,21,16,21,29,55,37,20,31,41,58,38,43,26,13,16,41,47,28,26,17
미세먼지(PM10),도시대기,[충북 청주시]용담동,2022년10월,40,28,17,14,14,21,15,8,8,8,14,18,15,17,20,36,34,19,24,34,44,32,41,23,15,14,34,40,24,16,20
미세먼지(PM10),도시대기,[충북 청주시]용암동,2022년10월,47,32,19,16,21,29,24,16,12,15,23,29,23,26,31,54,46,29,40,54,62,46,57,45,39,33,55,66,40,32,26
미세먼지(PM10),도시대기,[충북 충주시]살미면,2022년10월,23,23,19,15,8,12,10,9,9,10,14,20,15,17,20,23,32,22,22,44,35,38,40,22,10,15,25,41,31,22,20
미세먼지(PM10),도시대기,[충북 충주시]중앙탑면,2022년10월,34,30,24,15,11,15,10,9,10,10,15,22,18,20,29,37,39,29,31,43,49,45,41,27,18,20,41,47,25,22,20
미세먼지(PM10),도시대기,[충북 충주시]칠금동,2022년10월,52,47,38,31,24,,6,9,11,9,19,28,19,23,29,34,43,32,37,48,56,57,54,28,20,29,44,53,35,29,31
미세먼지(PM10),도시대기,[충북 충주시]호암동,2022년10월,30,27,12,12,7,11,8,8,9,10,16,24,18,19,21,27,44,31,34,42,45,42,47,26,16,22,39,40,28,27,23
미세먼지(PM10),도로변대기,[충북 청주시]복대동,2022년10월,49,33,19,16,19,27,21,12,7,11,17,28,25,29,32,50,39,26,35,50,53,40,45,34,25,28,49,65,44,31,27
초미세먼지(PM2.5),교외대기,[강원 고성군]간성읍,2022년10월,15,16,6,7,7,6,8,10,9,10,12,13,12,12,10,13,23,13,13,17,22,25,14,11,10,10,16,15,11,11,12
초미세먼지(PM2.5),교외대기,[강원 고성군]고성(DMZ),2022년10월,12,16,5,4,8,8,5,7,7,6,10,12,10,18,10,7,24,11,12,19,15,22,12,8,6,9,15,10,7,6,10
초미세먼지(PM2.5),교외대기,[강원 양구군]방산면,2022년10월,12,9,4,3,2,3,3,4,7,4,8,10,4,7,7,8,9,9,9,10,14,17,11,7,6,6,11,12,7,8,7
초미세먼지(PM2.5),교외대기,[강원 인제군]인제(DMZ),2022년10월,11,12,2,4,6,6,6,8,7,7,10,12,12,11,9,10,23,10,11,18,18,23,12,10,7,7,11,6,8,8,10
초미세먼지(PM2.5),교외대기,[강원 정선군]북평면,2022년10월,12,12,8,3,3,4,4,6,5,7,8,11,9,9,11,15,24,11,13,15,28,33,21,8,5,6,15,18,15,11,9
초미세먼지(PM2.5),교외대기,[강원 철원군]철원(DMZ),2022년10월,18,17,5,10,5,6,10,10,9,8,15,19,15,14,14,20,15,12,18,23,21,22,18,14,12,17,21,15,14,15,16
초미세먼지(PM2.5),교외대기,[강원 화천군]화천(DMZ),2022년10월,16,11,4,6,5,6,7,8,9,8,12,11,10,10,9,11,22,12,13,20,17,21,20,11,10,9,17,11,10,10,
초미세먼지(PM2.5),교외대기,[강원 횡성군]치악산,2022년10월,17,16,12,4,,,3,5,6,6,9,9,6,9,11,15,20,13,15,17,25,41,29,8,4,6,15,15,13,15,8
초미세먼지(PM2.5),도시대기,[강원 강릉시]옥천동,2022년10월,9,14,7,4,4,7,6,10,10,11,13,16,12,11,11,15,23,15,15,16,22,25,25,12,14,14,17,14,14,12,12
초미세먼지(PM2.5),도시대기,[강원 강릉시]주문진읍,2022년10월,8,11,6,5,5,4,6,8,7,9,9,10,9,9,,15,16,12,12,12,14,17,12,8,10,9,15,13,11,10,11
초미세먼지(PM2.5),도시대기,[강원 고성군]상리,2022년10월,11,16,5,3,3,3,3,5,5,3,7,10,7,11,8,8,16,7,9,12,12,16,11,5,6,6,12,11,8,6,10
초미세먼지(PM2.5),도시대기,[강원 동해시]천곡동,2022년10월,5,10,8,3,2,4,4,6,9,5,5,9,10,8,7,8,17,7,7,6,8,11,9,3,3,4,9,9,5,4,5
초미세먼지(PM2.5),도시대기,[강원 삼척시]남양동1,2022년10월,3,5,9,4,2,2,2,4,2,2,3,7,3,4,5,6,13,4,5,5,7,9,13,3,3,3,8,11,7,5,6
초미세먼지(PM2.5),도시대기,[강원 속초시]금호동,2022년10월,6,15,6,2,1,1,2,3,2,1,4,6,5,6,6,8,13,4,6,6,7,10,7,3,3,3,11,8,5,4,6
초미세먼지(PM2.5),도시대기,[강원 양구군]양구읍,2022년10월,11,10,2,2,1,2,2,3,5,2,7,8,6,6,7,8,9,7,8,11,15,19,11,5,6,6,12,14,10,6,7
초미세먼지(PM2.5),도시대기,[강원 양양군]양양읍,2022년10월,7,10,4,2,2,2,3,4,3,3,4,8,4,5,5,5,14,6,8,9,11,11,7,3,4,4,10,10,5,5,7
초미세먼지(PM2.5),도시대기,[강원 영월군]영월읍,2022년10월,13,10,8,3,3,4,5,6,7,7,11,11,8,8,10,12,20,13,15,16,22,30,22,11,8,9,15,14,14,13,11
초미세먼지(PM2.5),도시대기,[강원 원주시]문막읍,2022년10월,22,18,13,6,2,3,2,4,5,4,8,10,8,10,11,16,15,10,12,15,27,34,24,8,5,8,16,22,16,16,12
초미세먼지(PM2.5),도시대기,[강원 원주시]반곡동(명륜동),2022년10월,23,20,9,3,4,6,4,6,7,6,12,16,12,14,17,20,25,14,18,20,34,45,35,10,8,11,21,27,18,15,14
초미세먼지(PM2.5),도시대기,[강원 원주시]중앙동(강원),2022년10월,20,16,12,5,3,3,3,4,6,5,7,9,7,8,11,15,18,9,12,15,28,37,29,8,5,8,16,21,13,12,9
초미세먼지(PM2.5),도시대기,[강원 원주시]지정면,2022년10월,23,18,14,4,3,4,4,6,6,6,9,11,10,11,13,18,19,12,14,17,30,38,29,10,6,11,19,24,16,18,13
초미세먼지(PM2.5),도시대기,[강원 인제군]인제읍,2022년10월,10,7,2,2,1,1,2,3,4,2,6,6,6,5,6,6,9,6,8,10,13,16,10,5,5,4,9,10,6,5,7
초미세먼지(PM2.5),도시대기,[강원 정선군]정선읍,2022년10월,11,9,6,2,3,2,2,5,4,4,6,8,7,6,8,12,21,7,12,14,22,28,18,5,4,6,11,13,13,10,8
초미세먼지(PM2.5),도시대기,[강원 철원군]갈말읍,2022년10월,11,9,3,3,1,1,1,1,4,2,6,5,5,5,7,13,10,4,5,12,18,22,16,6,4,5,13,9,7,5,8
초미세먼지(PM2.5),도시대기,[강원 춘천시]석사동,2022년10월,17,13,1,1,,0,1,3,5,1,8,10,9,9,10,11,10,8,11,14,26,24,15,7,6,9,15,15,13,13,12
초미세먼지(PM2.5),도시대기,[강원 춘천시]신사우동,2022년10월,11,7,2,1,1,1,1,2,2,1,5,7,5,5,6,7,6,5,7,9,14,18,12,6,5,5,12,12,7,6,6
초미세먼지(PM2.5),도시대기,[강원 춘천시]중앙로,2022년10월,14,10,1,0,0,0,1,2,3,1,6,7,7,7,7,9,8,7,9,10,20,26,15,5,4,5,12,13,10,10,8
초미세먼지(PM2.5),도시대기,[강원 태백시]황지동,2022년10월,5,7,8,3,2,3,3,4,4,3,4,5,6,5,8,8,15,6,8,7,8,12,16,4,4,4,12,10,7,7,7
초미세먼지(PM2.5),도시대기,[강원 평창군]평창읍,2022년10월,16,12,8,3,6,5,6,6,10,9,11,13,10,10,13,14,18,13,16,17,23,30,23,10,10,10,14,16,15,13,14
초미세먼지(PM2.5),도시대기,[강원 홍천군]홍천읍,2022년10월,13,11,6,1,1,2,2,3,5,2,5,7,7,7,7,11,11,7,10,12,24,33,20,5,4,6,12,14,12,10,10
초미세먼지(PM2.5),도시대기,[강원 화천군]화천읍,2022년10월,13,11,3,1,2,2,2,4,5,3,9,10,8,7,8,8,7,9,10,14,16,16,12,8,6,7,13,14,11,10,10
초미세먼지(PM2.5),도시대기,[강원 횡성군]우천면,2022년10월,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
초미세먼지(PM2.5),도시대기,[강원 횡성군]횡성읍,2022년10월,17,11,5,2,2,1,2,3,2,4,7,8,7,7,9,12,19,8,9,12,29,43,24,5,5,6,14,16,12,12,9
초미세먼지(PM2.5),도로변대기,[강원 춘천시]온의동,2022년10월,17,14,4,2,2,3,3,5,5,4,10,12,10,11,11,12,10,10,12,16,25,32,16,8,8,9,16,16,15,13,11
초미세먼지(PM2.5),항만,[강원 동해시]동해항,2022년10월,10,10,9,4,4,5,3,7,6,5,7,9,9,10,10,10,17,9,10,11,14,16,15,6,7,8,13,12,11,8,10
초미세먼지(PM2.5),항만,[강원 동해시]묵호항,2022년10월,8,11,6,5,5,6,5,6,8,5,8,9,8,10,11,9,18,9,13,12,15,14,14,5,7,8,13,11,8,6,7
초미세먼지(PM2.5),교외대기,[경기 연천군]연천(DMZ),2022년10월,17,10,1,7,3,3,5,4,4,2,8,10,8,8,12,13,9,6,6,14,18,18,13,8,5,5,14,13,8,9,12
초미세먼지(PM2.5),교외대기,[경기 이천시]설성면,2022년10월,35,27,12,9,12,9,7,8,10,8,16,20,,21,22,45,21,17,24,37,61,56,35,19,12,16,29,48,27,25,22
초미세먼지(PM2.5),교외대기,[경기 파주시]파주,2022년10월,25,22,6,12,9,3,11,15,10,9,15,20,16,20,23,27,15,14,17,26,31,28,23,16,17,24,27,28,21,27,25
초미세먼지(PM2.5),교외대기,[경기 포천시]관인면,2022년10월,13,11,5,6,5,4,,,,,9,7,6,7,8,11,10,7,7,11,16,21,14,8,5,7,11,10,9,8,9
초미세먼지(PM2.5),도시대기,[경기 가평군]가평,2022년10월,16,14,5,2,3,3,3,5,7,4,10,11,9,10,12,14,12,9,10,15,21,26,22,11,6,9,19,17,16,16,12
초미세먼지(PM2.5),도시대기,[경기 가평군]설악면,2022년10월,20,16,5,2,3,3,4,7,9,4,10,13,10,9,12,17,13,12,12,17,26,30,16,12,8,10,16,18,19,19,15
초미세먼지(PM2.5),도시대기,[경기 고양시]식사동,2022년10월,36,24,9,5,5,4,6,6,4,1,7,15,14,18,20,22,8,10,10,23,33,27,18,11,12,16,22,29,23,23,20
초미세먼지(PM2.5),도시대기,[경기 고양시]신원동,2022년10월,32,24,10,7,6,4,6,7,5,2,10,11,12,16,21,22,8,11,11,18,29,24,21,13,8,11,17,25,22,22,20
초미세먼지(PM2.5),도시대기,[경기 고양시]주엽동,2022년10월,43,23,8,5,4,2,2,4,2,0,5,14,17,20,23,27,7,9,9,21,37,34,19,9,7,10,21,28,23,24,20
초미세먼지(PM2.5),도시대기,[경기 고양시]행신동,2022년10월,32,21,8,5,7,3,4,4,3,1,7,10,8,13,18,23,14,9,7,16,30,26,17,11,3,8,16,23,19,20,17
초미세먼지(PM2.5),도시대기,[경기 과천시]과천동,2022년10월,37,24,11,2,11,3,3,5,5,2,9,11,9,14,16,23,9,9,9,16,28,25,14,11,8,7,14,20,16,16,15
초미세먼지(PM2.5),도시대기,[경기 과천시]별양동,2022년10월,44,33,11,6,14,5,9,6,5,4,9,12,10,16,20,32,12,10,11,21,37,34,21,11,7,9,17,26,20,18,17
초미세먼지(PM2.5),도시대기,[경기 광명시]소하동,2022년10월,44,36,13,2,14,7,6,9,7,4,11,15,14,18,22,32,12,11,13,25,43,40,16,13,10,10,20,31,24,23,20
초미세먼지(PM2.5),도시대기,[경기 광명시]철산동,2022년10월,48,28,11,3,10,5,5,5,4,3,9,14,14,17,21,33,10,8,12,22,43,50,16,12,8,8,20,30,22,21,20
초미세먼지(PM2.5),도시대기,[경기 광주시]경안동,2022년10월,30,23,8,7,7,2,4,5,6,3,10,13,10,11,15,23,11,9,13,17,37,36,21,12,10,9,19,23,20,18,16
초미세먼지(PM2.5),도시대기,[경기 광주시]곤지암,2022년10월,27,22,9,5,9,4,5,6,5,3,9,12,11,16,15,24,12,12,16,22,50,42,21,14,11,12,22,26,20,18,15
초미세먼지(PM2.5),도시대기,[경기 광주시]오포읍,2022년10월,30,21,8,8,9,3,5,5,4,4,11,13,9,12,16,21,12,11,15,18,39,32,19,13,9,9,18,24,19,18,15
초미세먼지(PM2.5),도시대기,[경기 구리시]교문동,2022년10월,29,18,8,6,3,1,2,3,3,2,8,9,8,12,15,22,10,8,10,15,31,30,19,9,6,7,17,19,11,12,12
초미세먼지(PM2.5),도시대기,[경기 구리시]동구동,2022년10월,29,19,10,8,3,3,4,4,5,3,8,10,11,13,15,23,11,9,11,18,30,31,19,11,9,10,19,21,15,16,15
초미세먼지(PM2.5),도시대기,[경기 군포시]당동,2022년10월,72,35,16,13,13,7,6,6,6,4,11,14,13,22,24,33,11,9,11,23,46,40,21,9,7,8,19,37,23,21,17
초미세먼지(PM2.5),도시대기,[경기 군포시]산본동,2022년10월,56,27,8,6,9,3,5,3,3,3,9,10,8,15,18,27,10,7,9,18,36,32,18,9,6,6,15,30,20,19,17
초미세먼지(PM2.5),도시대기,[경기 김포시]고촌읍,2022년10월,45,32,14,13,14,10,13,14,10,10,14,19,21,24,28,35,16,16,17,27,45,33,23,17,16,18,28,29,24,26,21
초미세먼지(PM2.5),도시대기,[경기 김포시]사우동,2022년10월,47,29,11,9,11,6,8,9,5,4,9,15,17,19,24,29,9,9,10,21,37,36,18,11,9,13,22,27,24,26,23
초미세먼지(PM2.5),도시대기,[경기 김포시]월곶면,2022년10월,48,26,7,10,12,6,9,10,7,4,12,16,19,19,26,31,10,11,15,27,38,30,19,12,11,17,24,24,20,26,29
초미세먼지(PM2.5),도시대기,[경기 김포시]한강신도시,2022년10월,49,24,6,7,9,5,7,9,5,3,11,18,19,19,28,27,9,14,14,24,44,35,16,11,10,20,25,28,22,26,30
초미세먼지(PM2.5),도시대기,[경기 남양주시]금곡동,2022년10월,26,17,7,4,2,1,2,2,3,2,9,10,9,10,11,16,11,9,11,16,28,33,16,10,6,7,15,16,12,11,10
초미세먼지(PM2.5),도시대기,[경기 남양주시]별내동,2022년10월,30,17,7,6,3,3,5,5,6,4,8,11,11,14,16,22,11,9,9,16,31,32,19,11,7,8,19,20,15,14,13
초미세먼지(PM2.5),도시대기,[경기 남양주시]오남읍,2022년10월,27,18,8,6,4,3,4,4,4,4,11,10,11,13,16,21,12,9,10,16,23,25,16,13,8,8,18,19,14,13,14
초미세먼지(PM2.5),도시대기,[경기 남양주시]와부읍,2022년10월,30,19,8,7,3,1,4,4,5,4,12,10,10,13,16,21,13,11,12,19,29,30,19,13,8,8,19,21,13,15,12
초미세먼지(PM2.5),도시대기,[경기 남양주시]진접읍,2022년10월,24,17,8,6,2,3,4,4,4,4,9,10,11,13,14,18,11,10,12,18,25,21,15,12,9,9,17,19,15,15,14
초미세먼지(PM2.5),도시대기,[경기 남양주시]화도읍,2022년10월,28,20,6,4,4,3,5,7,8,6,11,14,12,13,15,23,16,13,16,20,33,36,24,15,10,12,20,22,17,18,15
초미세먼지(PM2.5),도시대기,[경기 동두천시]보산동,2022년10월,18,15,4,6,2,1,3,4,3,1,7,10,8,9,11,14,7,6,7,14,24,21,15,9,7,9,16,19,15,15,14
초미세먼지(PM2.5),도시대기,[경기 부천시]내동,2022년10월,72,25,4,8,10,12,9,9,1,0,14,19,22,29,27,27,10,15,16,24,50,48,17,16,17,12,26,37,25,24,18
초미세먼지(PM2.5),도시대기,[경기 부천시]소사본동,2022년10월,62,24,7,5,7,2,3,3,2,2,5,11,11,15,19,28,8,6,10,18,31,30,14,9,6,7,17,23,15,14,14
초미세먼지(PM2.5),도시대기,[경기 부천시]오정동,2022년10월,67,25,7,4,8,3,3,7,3,1,4,,,,,,,,,,,,,,,,,,,24,20
초미세먼지(PM2.5),도시대기,[경기 부천시]중2동,2022년10월,68,28,6,5,7,4,4,5,3,3,7,12,13,19,24,31,9,7,9,23,43,43,17,9,11,8,21,29,23,21,19
초미세먼지(PM2.5),도시대기,[경기 성남시]단대동,2022년10월,41,27,8,8,8,3,4,3,4,3,9,10,9,12,15,20,11,10,12,17,35,28,17,11,7,7,15,22,16,16,12
초미세먼지(PM2.5),도시대기,[경기 성남시]복정동,2022년10월,37,23,9,4,7,3,4,5,4,3,8,12,11,14,17,23,10,10,11,18,38,29,15,11,6,8,17,22,18,17,14
